CODE;TITRE;DEBUT DE VALIDITE;FIN DE VALIDITE;UTILISATION;UTILISATION PAR CLIENT;POURCENTAGE REMISE %;VALABLE SUR PAYS;TYPE DE FORFAIT
D5HWX3R;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D5LH0K7;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D5LZP0A;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D5TJ27L;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D5YL2SW;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D63HVAI;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D63KH2V;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D65ZKFU;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D67K58U;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D694CDS;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D69WAJE;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D6H9Y4P;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D6J7C7B;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D6P2NML;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D6T5XIN;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D6ZO2R3;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D73B6K6;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D76S5VZ;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D7CGXTJ;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D7FIC03;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D7HX2NI;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D7O9EOU;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D7U0B3C;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D7W98G8;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D84DDJ2;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D85BT7U;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D86JGT2;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D8FMDDL;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D8M09NA;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D8NG6ZJ;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D9J3BEV;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D9OID8S;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D9UKL4R;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D9VT8UM;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
D9XA26P;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DA0P33V;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DA0TZJ4;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DA0WD8U;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DA4DQEG;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DA5Z2MY;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DAE0Z99;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DAH15M5;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DAL5EL0;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DAMRE0T;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DASV13Z;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DB21X18;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DB6KIN2;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DB82L6Q;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DBNUV18;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DBW87WX;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DC058FQ;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DC91AK9;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DCDOX72;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DCRN0C1;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DCRPS05;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DCYO7B2;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DD3VX7Y;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DD42WQJ;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DD4ACM4;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DDBHV8Q;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DDJ5PLG;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DDL9G72;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DDT5R56;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DE789XN;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DE8IQ6R;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DEE4J15;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DEG4XA8;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DEUY9RC;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DEZY7SF;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DF3VOM9;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DF46WTK;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DF6H1ZA;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DF767RN;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DFC7RU8;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DFD0YEW;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DFDP4BK;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DFNSC84;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DFQ8UAY;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DG6WQ01;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DGD8C1W;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DGEFG2B;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DGF8KNA;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DGL1OUN;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DGU9Z9G;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DGXY38T;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DH39R05;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DH47ZDC;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DHF8WO8;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DHHD3Z5;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DHJNR93;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DHM7BT7;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DHR29AU;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DHZXO15;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DI3NW6M;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DI502D9;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DI96QE3;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DI9BF7Y;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DI9SWY3;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DID3CM1;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DID3Y8H;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DID4RS8;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DID4S91;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DIVT195;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DIZYCM3;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DJ21CGR;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DJ4G3P3;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DJFLN8W;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DJYG17K;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DK5BXF2;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DKB06WA;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DKB08TU;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DKG3CSV;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DL0GI6D;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DLDR590;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DLG600W;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DLSXI7V;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DM2PL2A;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DM3IS9D;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DM4GX3H;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DM6Z0CH;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DMC8LPI;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DMI3PRY;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DMP5U8D;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DMPGF4X;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DMW0H8S;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DN6068R;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DN8UKB9;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DNP1EP8;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DNT03MO;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DNT75I1;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DNV8D4E;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DNZ6SD3;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DO29GML;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DO2N5K0;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DO35ZRW;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DO536KQ;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DO6MLW9;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DOEZ61I;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DOF0O7J;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DOFFVS5;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DOR1G0F;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DOV62AR;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DOWNT09;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DOYU8K3;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DP2GHSA;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DP44JGE;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DP5I0H3;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DPAS7HB;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DPDT51X;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DPF2G9E;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DPG75DE;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DPNLFU9;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DPQ1R70;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DQ55YTB;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DQ684OP;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DQHLYV3;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DQIFGA7;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DQNYG5B;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DQST2N7;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DQX7U21;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DR2Q4FV;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DR5R21E;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DRU94YU;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DRXC8W7;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DS5EAGL;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DS9YIVG;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DSWAZ91;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DT10F13;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DT23HN8;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DT28GW3;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DT7XJRB;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DT9D2MV;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DTB2COP;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DTD802S;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DTGS07L;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DTH85R1;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DTJ16AN;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DTKHBM9;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DTLPZ66;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DTM369B;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DU2OXD4;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DU35OHL;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DU55VC1;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DUEHS49;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DV0AUCL;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DV284DY;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DV6TJCG;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DVLJ5ID;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DVO4QMJ;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DW59DZH;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DW90MD8;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DWH116Y;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DWI5D2Z;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DWKAOQ0;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DWL7571;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DX38FCN;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DX3ELO5;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DX67ZZK;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
DX7BGI8;GROUPON60;25/11/2015 00:01;05/05/2016 23:59;1;1;100;Tous;60 Minutes de communication (3600 crédits à 99€ )
